Id,Name,"Parent Id","Group Name","Owner Id","Tax code","Account Id",account_number,"Payment term Label","Internal rating Id"
7468,"Camp David, Inc/Branded Emblem",,,1,,7468,26332,,
7469,"Campus Marketing Specialists",,,1,,7469,156421,,
7470,"Canary Marketing",,,1,,7470,156455,,
7471,"Capital ideas",,,1,,7471,157004,,
7472,"Caprice Productions Inc.",,,1,,7472,157352,,
7473,"Capsco, inc.",,,1,,7473,32686,,
7474,"Captiv8 Inc",,,1,,7474,157364,,
7475,"Carpediem Inc",,,1,,7475,158580,,
7476,"Casad Company",,,1,,7476,18764,,
7477,"Cedric Springs & Associates",,,1,,7477,332750,,
7478,"CEW ADVERTISING",,,1,,7478,154901,,
7479,"CFJ Manufacturing",,,1,,7479,21925,,
7480,"C. Gerard Marketing",,,1,,7480,154450,,
7481,"Chamberlain Marketing Group",,,1,,7481,160501,,
7482,"Charles Products Inc.",,,1,,7482,160849,,
7483,"Chesapeak Bus Forms & Ad Speciality ",,,1,,7483,161467,,
7484,"CHK Enterprises ",,,1,,7484,17166,,
7485,"Classic Forms & Products, Inc.",,,1,,7485,162736,,
7486,"Classic Promotions LLC",,,1,,7486,162815,,
7487,"Clothesline Inc., The",,,1,,7487,21086,,
7488,"Club Colors Buyer, LLC",,,1,,7488,163432,,
7489,"CMS Associates ",,,1,,7489,154912,,
7490,"Coaches Choice",,,1,,7490,163460,,
7491,"Coastal Connections Marketing",,,1,,7491,163580,,
7492,"Cobb & Cobb Promo. Products",,,1,,7492,29227,,
7493,"Colonial Advertising Inc.",,,1,,7493,165040,,
7494,"Colorfully Yours Inc.",,,1,,7494,165251,,
7495,"Color Graphics",,,1,,7495,21045,,
7496,"Color Reflections",,,1,,7496,165189,,
7497,"Common Wealth ",,,1,,7497,21626,,
7498,"Communicorp, Inc",,,1,,7498,166070,,
7499,"Competitive Edge",,,1,,7499,166085,,
7500,"Concepts & Associates",,,1,,7500,166235,,
7501,"Concord Marketing Solutions",,,1,,7501,166445,,
7502,"Conzelman & Associates",,,1,,7502,167809,,
7503,"Cool Air Creations",,,1,,7503,168117,,
7504,"Cooley Group, Inc.",,,1,,7504,168125,,
7505,"Corporate Creations",,,1,,7505,253705,,
7506,"Corporate Exposure",,,1,,7506,168789,,
7507,"Corporate Graffiti, Inc.",,,1,,7507,37808,,
7508,"CORPORATE INCENTIVES ",,,1,,7508,168984,,
7509,"COWGIRL SPECIALTIES  & Promotions",,,1,,7509,169496,,
7510,"Creative Concepts & GiveAGetA",,,1,,7510,23691,,
7511,"Creative Promotional Products",,,1,,7511,170669,,
7512,"Creative Solutions",,,1,,7512,170769,,
7513,"CROSS COUNTRY SPECIALTY ADVERTISING ",,,1,,7513,25429,,
7514,"C & S Sales ",,,1,,7514,155110,,
7515,"Culver Company",,,1,,7515,19403,,
7516,"Custom Images",,,1,,7516,173152,,
7517,Customink.com,,,1,,7517,173408,,
7518,"Custom Logos",,,1,,7518,173183,,
7519,"Custom Logos",,,1,,7519,30166,,
7520,"Custom Source Marketing",,,1,,7520,173235,,
7521,"Custom Specialties, Inc",,,1,,7521,173252,,
7522,"Dakota Awards",,,1,,7522,174193,,
7523,"Dakota Promotions & Printing",,,1,,7523,32022,,
7524,"Dakota Screen Arts Inc",,,1,,7524,174205,,
7525,"Daniels Imprinted Sportswear",,,1,,7525,175150,,
7526,"Daniels Promotional Products",,,1,,7526,175150,,
7527,"DARLING PROMO ",,,1,,7527,297517,,
7528,"DAVIS & STANTON, Inc. ",,,1,,7528,176850,,
7529,"Daytona Sportswear, Inc.",,,1,,7529,30876,,
7530,"DBG PROMOTIONS",,,1,,7530,181297,,
7531,"DBM Specialties",,,1,,7531,173692,,
7532,"DEI ROSSI MARKETING",,,1,,7532,178198,,
7533,"Direct Designs",,,1,,7533,181024,,
7534,"Discount Favors ",,,1,,7534,31380,,
7535,DISCOUNTMUGS.COM,,,1,,7535,27102,,
7536,"DME Delivers",,,1,,7536,36892,,
7537,"Dream Big Promotions",,,1,,7537,32609,,
7538,"Drive Marketing",,,1,,7538,183590,,
7539,Drumwork,,,1,,7539,24911,,
7540,"Duane Svec Promotions",,,1,,7540,183650,,
7541,"Dynamic Advertising Solutions",,,1,,7541,34408,,
7542,"Eagle Promotions",,,1,,7542,19167,,
7543,"Echo ",,,1,,7543,185758,,
7544,"Eco imprints/ Wishbone Creative",,,1,,7544,362466,,
7545,ECompanyStore,,,1,,7545,185782,,
7546,"E Group, Inc.",,,1,,7546,184795,,
7547,"E & J Specialties, Inc",,,1,,7547,184935,,
7548,"Elevate Brand Marketing",,,1,,7548,35812,,
7549,"Elite Promotional",,,1,,7549,172899,,
7550,"ELK Promotions Inc.",,,1,,7550,186310,,
7551,"Embroideme - Phoenix, AZ",,,1,,7551,384167,,
7552,Embroidme,,,1,,7552,24113,,
7553,"EmbroidMe - Phoenix, AZ",,,1,,7553,384167,,
7554,"Emerald Print Management",,,1,,7554,32707,,
7555,"Epicor ",,,1,,7555,24865,,
7556,Epicor,,,1,,7556,24865,,
7557,"ESD & Associates",,,1,,7557,185064,,
7558,"Eskimo Joes Promotional Products",,,1,,7558,189402,,
7559,"ETA - Commerical",,,1,,7559,16948,,
7560,"Eugene Silkscreen, Inc ",,,1,,7560,189925,,
7561,"Event Network, LLC.",,,1,,7561,30078,,
7562,"Evergreen Business Solutions",,,1,,7562,190246,,
7563,"EXCITE PROMOS, INC.",,,1,,7563,232498,,
7564,"EXCLUSIVLEY YOURS INC",,,1,,7564,190830,,
7565,"Express Company",,,1,,7565,190952,,
7566,"Express Printing",,,1,,7566,190966,,
7567,"Express Yourself, Inc.",,,1,,7567,31510,,
7568,"Fantastic Fabrics, Inc.",,,1,,7568,191881,,
7569,"FarFromBoring Promotions",,,1,,7569,192001,,
7570,"Faux Pas Prints, Inc.",,,1,,7570,192555,,
7571,"Financial Supply Center Inc.",,,1,,7571,23334,,
7572,"Fine Promotions Inc",,,1,,7572,194115,,
7573,"Fingerprint Promotions",,,1,,7573,194171,,
7574,Firesign,,,1,,7574,194443,,
7575,"Fire Smart Promotions",,,1,,7575,194530,,
7576,"First Impression Inc #027721",,,1,,7576,194452,,
7577,"Fiveboro Printing, LLC",,,1,,7577,194735,,
7578,"Flat Rate Printing & Promos",,,1,,7578,195043,,
7579,"Flicker Promotions",,,1,,7579,140863,,
7580,"Flow State Marketing Inc.",,,1,,7580,36823,,
7581,FlyWheel,,,1,,7581,212986,,
7582,"Forbes Marketing Group",,,1,,7582,196090,,
7583,"FormSystems, Inc.",,,1,,7583,24969,,
7584,"Forte Promotional Marketing",,,1,,7584,36080,,
7585,"Freedom Promotional Products",,,1,,7585,198274,,
7586,"Fuse Graphics",,,1,,7586,166137,,
7587,"Fusion, LLC",,,1,,7587,199836,,
7588,"FZ NETWORK PROMOTION",,,1,,7588,282421,,
7589,"GACO Inc. dba GACO sourcing",,,1,,7589,200216,,
7590,"GAP Promotions",,,1,,7590,199882,,
7591,"Gator Garb Inc.",,,1,,7591,202667,,
7592,"Geiger ",,,1,,7592,202900,,
7593,"General Commerical Corp",,,1,,7593,203760,,
7594,"Genuity Concepts",,,1,,7594,199861,,
7595,"Genumark Promotional Merch",,,1,,7595,25457,,
7596,"Get Noticed Promotions",,,1,,7596,204945,,
7597,"G & G Outfitters, Inc.",,,1,,7597,24225,,
7598,Gimmees.com,,,1,,7598,326007,,
7599,"Glazer Design LLC",,,1,,7599,208261,,
7600,"GNP Specialties, Inc.",,,1,,7600,200020,,
7601,"Golden Applexx Co., Inc. ",,,1,,7601,31061,,
7602,"Golden Glove Promotions KT",,,1,,7602,209371,,
7603,"Gold-Mark Promotions, LLC",,,1,,7603,209277,,
7604,"Goldner Associates ",,,1,,7604,209800,,
7605,"Goldner Associates - Florida",,,1,,7605,209800,,
7606,"Gonzalez Office Products",,,1,,7606,548086,,
7607,"GoodImprints Motorsports ",,,1,,7607,30458,,
7608,"Go Promotions ",,,1,,7608,211820,,
7609,"Gorilla Marketing",,,1,,7609,212051,,
7610,"Go USA ",,,1,,7610,218882,,
7611,"Grapevine Designs",,,1,,7611,212829,,
7612,"Graphically Speaking",,,1,,7612,31271,,
7613,"GRAPHIC CONNECTION ",,,1,,7613,212854,,
7614,"Graphic Consumer Services",,,1,,7614,212858,,
7615,"Grayling Group LLC",,,1,,7615,213134,,
7616,"GREAT AMERICAN",,,1,,7616,213138,,
7617,"Great Ideas!",,,1,,7617,213155,,
7618,"Green Street Promotions",,,1,,7618,213762,,
7619,"GREENWOOD OFFICE OUTFITTERS ",,,1,,7619,37326,,
7620,"GROGGY DOG",,,1,,7620,215211,,
7621,"Guderian Business Forms",,,1,,7621,32472,,
7622,"Halo Branded Solutions",,,1,,7622,356000,,
7623,"HDS Marketing ",,,1,,7623,353000,,
7624,"Headway Promotional Marketing",,,1,,7624,222430,,
7625,"HEALTH IMPRESSIONS ",,,1,,7625,222437,,
7626,"HEART OF TEXAS ENTERPRISES ",,,1,,7626,222465,,
7627,"Heritage Advertising",,,1,,7627,25830,,
7628,"Heritage,Inc.",,,1,,7628,19894,,
7629,"Heritage Press",,,1,,7629,224605,,
7630,"Hero Solutions, Inc.",,,1,,7630,224682,,
7631,"HF CUSTOMS ",,,1,,7631,35489,,
7632,"HICORP ",,,1,,7632,224885,,
7633,"High Desert Promotions and Printing",,,1,,7633,262415,,
7634,"Hines Products Corp.",,,1,,7634,225300,,
7635,"Hitex Marketing Group",,,1,,7635,20107,,
7636,"Holden Custom Products",,,1,,7636,226065,,
7637,Holeintheroof.com,,,1,,7637,226061,,
7638,"Holsen Inc.",,,1,,7638,226281,,
7639,"HOMER MILLER COMPANY ",,,1,,7639,271800,,
7640,"Horizon Promotional Products",,,1,,7640,261070,,
7641,"HOUSTON PROMOTIONS ",,,1,,7641,228444,,
7642,"Howard Roe Company",,,1,,7642,309700,,
7643,"H S A Enterprises",,,1,,7643,217302,,
7644,"HSA Enterprises",,,1,,7644,217302,,
7645,Hullabaloo,,,1,,7645,229143,,
7646,"Hygrade Business Group",,,1,,7646,268150,,
7647,"IBF Group",,,1,,7647,26630,,
7648,"ICB Marketing Solutions",,,1,,7648,19955,,
7649,"Ice Blue Advertising",,,1,,7649,229390,,
7650,"Ideal Images",,,1,,7650,20010,,
7651,"Ideascope Inc.",,,1,,7651,229520,,
7652,"Ideas Unlimited ",,,1,,7652,229780,,
7653,"Ideas Unlimited",,,1,,7653,229780,,
7654,Idegy,,,1,,7654,229805,,
7655,"Identify Yourself",,,1,,7655,232242,,
7656,"Identity Marketing Group",,,1,,7656,28322,,
7657,"IMAGE IMPACT Inc",,,1,,7657,230080,,
7658,"Image Masters",,,1,,7658,19518,,
7659,"IMAGENATION PROMO'L GROUP, INC.",,,1,,7659,230205,,
7660,ImageNowByMahar,,,1,,7660,23986,,
7661,"Image source",,,1,,7661,230121,,
7662,"Image Source",,,1,,7662,230121,,
7663,"Imagination Branding ",,,1,,7663,230166,,
7664,"Imagination Branding",,,1,,7664,230166,,
7665,"Imagineered Signs & Displays",,,1,,7665,230168,,
7666,"I M Incentives, LLC",,,1,,7666,229374,,
7667,"Impact Dimensions",,,1,,7667,230321,,
7668,"Impact Marketing Services Inc",,,1,,7668,230200,,
7669,"Imperial Expressions ",,,1,,7669,230391,,
7670,Impressions,,,1,,7670,35355,,
7671,"IMPRESSIVE IMAGE WORKS ",,,1,,7671,230788,,
7672,"Impressive Imprints ",,,1,,7672,230512,,
7673,"Impressive Imprints",,,1,,7673,230512,,
7674,"Incentives International Inc.",,,1,,7674,36602,,
7675,Indoff,,,1,,7675,231011,,
7676,"Infinity Promotions",,,1,,7676,29664,,
7677,Inkhead.com,,,1,,7677,231159,,
7678,"Inkwell Global Marketing",,,1,,7678,231120,,
7679,"INM Marketing Group",,,1,,7679,229643,,
7680,"INM MARKETING GROUP ",,,1,,7680,229643,,
7681,"Innerworkings NY ",,,1,,7681,168860,,
7682,"Innerworkings- PA",,,1,,7682,168860,,
7683,"In Record Time Inc.",,,1,,7683,230728,,
7684,"Intandem Promotions",,,1,,7684,231285,,
7685,"InTandem Promotions",,,1,,7685,231285,,
7686,"INTEG ",,,1,,7686,231791,,
7687,"International Promotional Ideas",,,1,,7687,231697,,
7688,IRCustoms,,,1,,7688,34340,,
7689,"IRIS Strategic Marketing Support",,,1,,7689,33878,,
7690,Ironmark,,,1,,7690,169127,,
7691,"Island Advertising",,,1,,7691,232216,,
7692,"Jack Nadel International",,,1,,7692,279600,,
7693,"Janway Co.",,,1,,7693,233578,,
7694,"JCB Specialties, INC",,,1,,7694,232363,,
7695,"JCM Associates LLC",,,1,,7695,234335,,
7696,"JC PROMO LLC",,,1,,7696,37613,,
7697,"Jeckil Promotions",,,1,,7697,234315,,
7698,"JEDCO Sales",,,1,,7698,234325,,
7699,"Jellybean Promotions",,,1,,7699,234394,,
7700,"J. Gardner & Associates, LLC",,,1,,7700,201495,,
7701,"JHRO Wholesale Inc",,,1,,7701,32463,,
7702,"JH Studios, Inc.",,,1,,7702,232465,,
7703,"Joe A. Cummings Adv Spec",,,1,,7703,172400,,
7704,"John Michael Associates, Inc.",,,1,,7704,21295,,
7705,"Johnson Level & Tool",,,1,,7705,20811,,
7706,"Joshua Tree Printing and Design",,,1,,7706,237601,,
7707,"Joy of Advertising",,,1,,7707,237605,,
7708,"J PAUL COMPANY ",,,1,,7708,232286,,
7709,"JR180 Ad Specialties",,,1,,7709,232826,,
7710,"J.R. Bustard Adv",,,1,,7710,153930,,
7711,"J.T. Lovell Co ",,,1,,7711,256200,,
7712,"Junior Davis & Associates ",,,1,,7712,176197,,
7713,"Just B Specialties LLC",,,1,,7713,237902,,
7714,"Kaeser & Blair Inc",,,1,,7714,238600,,
7715,"Kardwell International",,,1,,7715,239077,,
7716,"Kaye Smith",,,1,,7716,239444,,
7717,"KB Graphics, Inc. ",,,1,,7717,238160,,
7718,"K&B Solutions ",,,1,,7718,35382,,
7719,"K.C. ADVERTISING SPEC.",,,1,,7719,238196,,
7720,"KC Promotional",,,1,,7720,33437,,
7721,"KELLEY ADVERTISING CO.",,,1,,7721,240430,,
7722,"KELLEY PROMOTIONS ",,,1,,7722,240696,,
7723,"Keltner Group LLC",,,1,,7723,240725,,
7724,"Kevins Worldwide",,,1,,7724,241850,,
7725,"Keystone Advertising  Spec",,,1,,7725,242433,,
7726,"Keystone Specialties Inc.",,,1,,7726,242353,,
7727,"KMK Distributing, LLC",,,1,,7727,238384,,
7728,"Knock-Out Specialities, Inc.",,,1,,7728,244185,,
7729,"Koala Tee Inc.",,,1,,7729,244435,,
7730,"Kramas ",,,1,,7730,29060,,
7731,"KS Image Solutions, LLC",,,1,,7731,238482,,
7732,"Lacy Brown Specialty",,,1,,7732,35937,,
7733,"LAMONT BRANDS INC",,,1,,7733,228435,,
7734,"Leader Marketing Solutions",,,1,,7734,31498,,
7735,LeaderPromos.com,,,1,,7735,287087,,
7736,"Leading Edge Printing",,,1,,7736,250425,,
7737,"Leap 'n Logos Promo Products",,,1,,7737,29140,,
7738,"Lighthouse Branding & Merch",,,1,,7738,254137,,
7739,"Little Mountain Printing",,,1,,7739,254862,,
7740,"LMK Industries LLC",,,1,,7740,254907,,
7741,"Logo America- now GJC Marketing ",,,1,,7741,30743,,
7742,"LogoBranders, Inc.",,,1,,7742,27234,,
7743,"Logo Depot/ industrial uniform",,,1,,7743,230903,,
7744,"Logo HQ Promotional Product",,,1,,7744,199674,,
7745,"Logo Magic, Inc.",,,1,,7745,37798,,
7746,Logomotion,,,1,,7746,255269,,
7747,"Logonet USA, Inc.",,,1,,7747,31981,,
7748,"Logo Print and Promo-Proforma",,,1,,7748,255247,,
7749,"Logos N Sports",,,1,,7749,255336,,
7750,"LogoStoreUSA, Inc.",,,1,,7750,181390,,
7751,Logostuff.com,,,1,,7751,299697,,
7752,LOGOSURFING.COM,,,1,,7752,246818,,
7753,Logowise,,,1,,7753,36635,,
7754,"Londe Promotions",,,1,,7754,255712,,
7755,"LONESTAR PROMO PRODUCTS ",,,1,,7755,36533,,
7756,LUFA,,,1,,7756,29023,,
7757,"M2 MARKETING & PROMOTIONS",,,1,,7757,25618,,
7758,"Macco Promotions Inc.",,,1,,7758,258400,,
7759,"MacKellar Associates ",,,1,,7759,258917,,
7760,"Mac Mannes Inc.",,,1,,7760,259100,,
7761,"Madden Branded Goods",,,1,,7761,259280,,
7762,"Made to Order",,,1,,7762,259540,,
7763,"Mal-Ad Promotions",,,1,,7763,260010,,
7764,"MARCO MRKTING SOLUTIONS",,,1,,7764,260870,,
7765,"Market USA",,,1,,7765,261599,,
7766,"Marybridget Enterprise, Inc.",,,1,,7766,23956,,
7767,"Mascom Communications",,,1,,7767,269625,,
7768,"MASTERCRAFT ",,,1,,7768,264139,,
7769,"Match Up-Promotions",,,1,,7769,264230,,
7770,"MAVICH BRANDING GROUP",,,1,,7770,35133,,
7771,"MAXX PROMOTIONS",,,1,,7771,30618,,
7772,"MCM Group, Inc.",,,1,,7772,270825,,
7773,"Merrill Communications, LLC",,,1,,7773,268585,,
7774,"Metro Design",,,1,,7774,268918,,
7775,"Midlands Printing & Business",,,1,,7775,36647,,
7776,"Millennium Mktg Solutions",,,1,,7776,271245,,
7777,"MOISANT PROMOTIONAL PRODUCT",,,1,,7777,275276,,
7778,"Mo'Money Associates",,,1,,7778,275350,,
7779,"Monarch Sales Co., Inc.",,,1,,7779,275500,,
7780,"Monarch Sales CO., Inc.",,,1,,7780,275500,,
7781,"Montgomery Promotions LLC",,,1,,7781,275845,,
7782,"MPC Promotions LLC",,,1,,7782,258113,,
7783,"MPG Promotions, LLC",,,1,,7783,258120,,
7784,"MPG Tandem",,,1,,7784,32023,,
7785,MPS,,,1,,7785,258114,,
7786,"MRL Promotions",,,1,,7786,258137,,
7787,"MRP Lawrence Marketing Inc.",,,1,,7787,258142,,
7788,"MSP Design Group",,,1,,7788,515806,,
7789,"Mugs and More",,,1,,7789,277961,,
7790,"Multi Media Promotions",,,1,,7790,27935,,
7791,"MyBrandPromo, Inc.",,,1,,7791,257837,,
7792,"Myron ",,,1,,7792,278980,,
7793,Name,,,1,,7793,account_number,,
7794,"National Bank Products",,,1,,7794,280420,,
7795,"National Design",,,1,,7795,35430,,
7796,"National Imprint Corp",,,1,,7796,280920,,
7797,"National Pen Co",,,1,,7797,281040,,
7798,"Neil Elder & Assoc #007604",,,1,,7798,186500,,
7799,N.E.P.M,,,1,,7799,279381,,
7800,"Nimco, Inc.",,,1,,7800,279058,,
7801,NISC/IGEAR,,,1,,7801,280924,,
7802,"Nolans Promotional Products",,,1,,7802,522402,,
7803,"Norscot Group Inc. ",,,1,,7803,317050,,
